Time,FP1_COP_X,FP1_COP_Y,FP1_COP_Z,FP1_Force_X,FP1_Force_Y,FP1_Force_Z,FP2_COP_X,FP2_COP_Y,FP2_COP_Z,FP2_Force_X,FP2_Force_Y,FP2_Force_Z,FP3_COP_X,FP3_COP_Y,FP3_COP_Z,FP3_Force_X,FP3_Force_Y,FP3_Force_Z,FP4_COP_X,FP4_COP_Y,FP4_COP_Z,FP4_Force_X,FP4_Force_Y,FP4_Force_Z
0.01,198.839496135712,300.407132446766,0.0558755174279213,0.000349626187964014,-9.2310536434559e-05,0.151817758397959,202.900355577469,-304.365002632141,-0.0795827358961105,0,0,0,207.643197059631,-1058.39001464844,0.0770315527915955,0,0,0,-199.669023036957,-305.422265768051,-0.130891893059015,0,0,0
0.0109976976208749,198.839496135712,300.407132446766,0.0558755174279213,0.000349626187964014,-9.2310536434559e-05,0.151817758397959,202.900355577469,-304.365002632141,-0.0795827358961105,0,0,0,207.643197059631,-1058.39001464844,0.0770315527915955,0,0,0,-199.669023036957,-305.422265768051,-0.130891893059015,0,0,0
0.0119953952417498,198.839496135712,300.407132446766,0.0558755174279213,0.000349626187964014,-9.2310536434559e-05,0.151817758397959,202.900355577469,-304.365002632141,-0.0795827358961105,0,0,0,207.643197059631,-1058.39001464844,0.0770315527915955,0,0,0,-199.669023036957,-305.422265768051,-0.130891893059015,0,0,0
0.0129930928626247,198.839496135712,300.407132446766,0.0558755174279213,0.000349626187964014,-9.2310536434559e-05,0.151817758397959,202.900355577469,-304.365002632141,-0.0795827358961105,0,0,0,207.643197059631,-1058.39001464844,0.0770315527915955,0,0,0,-199.669023036957,-305.422265768051,-0.130891893059015,0,0,0
0.0139907904834996,198.839496135712,300.407132446766,0.0558755174279213,0.000349626187964014,-9.2310536434559e-05,0.151817758397959,202.900355577469,-304.365002632141,-0.0795827358961105,0,0,0,207.643197059631,-1058.39001464844,0.0770315527915955,0,0,0,-199.669023036957,-305.422265768051,-0.130891893059015,0,0,0
0.0149884881043745,198.839496135712,300.407132446766,0.0558755174279213,0.000349626187964014,-9.2310536434559e-05,0.151817758397959,202.900355577469,-304.365002632141,-0.0795827358961105,0,0,0,207.643197059631,-1058.39001464844,0.0770315527915955,0,0,0,-199.669023036957,-305.422265768051,-0.130891893059015,0,0,0
0.0159861857252494,198.839496135712,300.407132446766,0.0558755174279213,0.000349626187964014,-9.2310536434559e-05,0.151817758397959,202.900355577469,-304.365002632141,-0.0795827358961105,0,0,0,207.643197059631,-1058.39001464844,0.0770315527915955,0,0,0,-199.669023036957,-305.422265768051,-0.130891893059015,0,0,0
0.0169838833461243,198.839496135712,300.407132446766,0.0558755174279213,0.000349626187964014,-9.2310536434559e-05,0.151817758397959,202.900355577469,-304.365002632141,-0.0795827358961105,0,0,0,207.643197059631,-1058.39001464844,0.0770315527915955,0,0,0,-199.669023036957,-305.422265768051,-0.130891893059015,0,0,0
0.0179815809669992,198.839496135712,300.407132446766,0.0558755174279213,0.000349626187964014,-9.2310536434559e-05,0.151817758397959,202.900355577469,-304.365002632141,-0.0795827358961105,0,0,0,207.643197059631,-1058.39001464844,0.0770315527915955,0,0,0,-199.669023036957,-305.422265768051,-0.130891893059015,0,0,0
0.0189792785878741,198.839496135712,300.407132446766,0.0558755174279213,0.000349626187964014,-9.2310536434559e-05,0.151817758397959,202.900355577469,-304.365002632141,-0.0795827358961105,0,0,0,207.643197059631,-1058.39001464844,0.0770315527915955,0,0,0,-199.669023036957,-305.422265768051,-0.130891893059015,0,0,0
