Field	Time	LHEE:X	LHEE:Y	LHEE:Z	RHEE:X	RHEE:Y	RHEE:Z	LFEO:X	LFEO:Y	LFEO:Z	LFEP:X	LFEP:Y	LFEP:Z	LFEL:X	LFEL:Y	LFEL:Z	LFEA:X	LFEA:Y	LFEA:Z	LTIO:X	LTIO:Y	LTIO:Z	LTIP:X	LTIP:Y	LTIP:Z	LTIL:X	LTIL:Y	LTIL:Z	LTIA:X	LTIA:Y	LTIA:Z	LTOO:X	LTOO:Y	LTOO:Z	LTOP:X	LTOP:Y	LTOP:Z	LTOL:X	LTOL:Y	LTOL:Z	LTOA:X	LTOA:Y	LTOA:Z	PELO:X	PELO:Y	PELO:Z	PELP:X	PELP:Y	PELP:Z	PELL:X	PELL:Y	PELL:Z	PELA:X	PELA:Y	PELA:Z	RFEO:X	RFEO:Y	RFEO:Z	RFEP:X	RFEP:Y	RFEP:Z	RFEL:X	RFEL:Y	RFEL:Z	RFEA:X	RFEA:Y	RFEA:Z	RTIO:X	RTIO:Y	RTIO:Z	RTIP:X	RTIP:Y	RTIP:Z	RTIL:X	RTIL:Y	RTIL:Z	RTIA:X	RTIA:Y	RTIA:Z	RTOO:X	RTOO:Y	RTOO:Z	RTOP:X	RTOP:Y	RTOP:Z	RTOL:X	RTOL:Y	RTOL:Z	RTOA:X	RTOA:Y	RTOA:Z	TRXO:X	TRXO:Y	TRXO:Z	TRXP:X	TRXP:Y	TRXP:Z	TRXL:X	TRXL:Y	TRXL:Z	TRXA:X	TRXA:Y	TRXA:Z
279	2.7800	138.773834	267.400238	46.852898	240.278976	-25.971817	190.996902	114.749664	353.852203	494.798828	114.539650	266.671204	856.725830	-253.950226	403.967102	506.656555	166.247864	712.292847	581.169922	129.231964	307.993317	76.308571	115.506050	351.457153	472.942657	-269.709869	313.749939	61.871975	136.522598	704.823120	33.075581	98.539276	454.173218	62.732758	105.429604	406.962463	64.074463	51.312069	447.271759	62.425659	98.041519	455.456451	110.442703	180.678711	265.278748	852.507446	189.877197	289.176331	982.587280	48.444336	269.339996	861.112183	183.112427	395.620117	828.389709	302.048676	270.901398	485.075195	246.817764	263.886230	848.289063	-53.486908	196.483063	429.574524	227.429932	630.674438	480.677246	262.236572	20.381418	184.819366	299.820435	256.879700	468.269684	-105.828583	66.266655	195.338058	290.583557	302.606781	-54.415558	325.174561	105.038445	73.856277	307.804688	74.942535	108.009659	279.681702	117.814163	61.977261	326.792358	141.162491	106.511536	179.030914	342.525238	1352.007568	176.440598	349.948517	1154.982910	376.193665	343.443787	1349.450073	178.209305	539.564819	1359.442261
280	2.7900	138.639999	267.400085	47.117393	238.606873	8.352348	183.719223	114.500046	357.812836	495.051239	114.250580	280.537964	859.260254	-254.517105	406.244049	505.074219	163.956894	718.787476	571.673706	129.036575	308.405151	76.410088	115.258209	355.235779	473.215881	-270.509888	310.019470	62.346031	132.286224	705.446777	29.664463	98.106636	454.513702	62.606438	105.075645	407.316559	64.019707	50.891342	447.532166	62.277718	97.574867	455.863739	110.314178	180.416122	279.388916	855.398376	188.828369	303.739532	985.447327	48.123077	282.963989	863.286377	182.474243	409.660645	830.872925	300.832825	295.432983	488.195374	246.581604	278.239746	851.536377	-53.013977	212.800812	431.451599	216.543243	653.388000	492.548279	260.620422	55.190655	180.562057	298.578278	281.963593	470.947510	-107.059875	97.268913	195.763092	284.302704	345.007721	-48.862656	324.275330	145.838074	74.864807	306.686249	113.904541	107.188217	278.859070	159.249832	63.401104	325.659424	180.106186	109.472763	179.084015	357.002899	1354.885498	176.227280	364.585785	1157.989624	376.125824	357.164276	1352.032837	179.032578	553.919434	1362.469971
281	2.8000	138.566101	267.429047	47.435123	237.301865	43.743172	175.405121	114.350471	361.589081	495.356201	114.062195	294.333923	861.639038	-255.054016	408.053101	503.596985	161.538757	724.913086	562.105164	128.892639	308.863434	76.522911	115.107887	358.842896	473.541534	-271.258759	306.411133	62.938103	128.156738	706.113647	26.488716	97.728142	454.893311	62.419228	104.774101	407.710602	63.928246	50.524532	447.833557	62.085735	97.175270	456.336456	110.123978	180.252960	293.469177	858.153503	187.821747	318.278900	988.167480	47.902802	296.476257	865.284485	181.867462	423.668579	833.214417	299.530151	319.346741	491.332001	246.443726	292.604401	854.668213	-52.496918	228.540421	433.214386	205.693710	675.135376	503.808533	259.299316	90.931831	175.244476	297.272583	306.529236	473.594604	-108.294922	128.805634	194.662140	278.521729	389.294586	-42.808640	323.218262	187.596298	75.188667	305.556946	153.832947	105.553833	277.823944	201.561584	64.314102	324.386017	219.828827	111.707565	179.195206	371.428772	1357.601563	176.055756	379.154846	1160.829102	376.118073	370.865967	1354.437622	179.881607	568.225464	1365.317627
282	2.8100	138.579300	267.499420	47.802277	236.395950	80.203224	166.226807	114.297012	365.279724	495.707916	113.953384	308.079865	863.819580	-255.548630	409.437012	502.224152	158.931183	730.733398	552.536438	128.824966	309.382751	76.655609	115.052582	362.372711	473.913971	-271.922913	302.776733	63.643417	124.000229	706.824951	23.473877	97.409782	455.323212	62.187019	104.537468	408.156647	63.813255	50.218597	448.180542	61.860260	96.843513	456.882294	109.887970	180.166641	307.540436	860.717041	186.860687	332.808075	990.690857	47.764069	309.897552	867.077942	181.265167	437.665161	835.363464	298.160797	342.624847	494.378632	246.379959	307.001099	857.614746	-51.967468	243.885834	434.782745	195.108337	695.997742	514.344543	258.312866	127.574341	169.008041	295.924683	330.557129	476.120117	-109.511597	160.875809	192.044952	273.314178	435.183685	-36.140594	322.115997	230.152466	74.945816	304.506439	194.608261	103.237900	276.696655	244.566040	64.784119	323.072449	260.198883	113.289352	179.355286	385.815948	1360.103638	175.921707	393.669403	1163.446411	376.164429	384.573517	1356.617798	180.735596	582.499207	1367.934082
283	2.8200	138.704468	267.622559	48.213696	235.919739	117.734520	156.364731	114.332642	368.964447	496.092560	113.906433	321.793457	865.762939	-255.986267	410.457306	500.960205	156.107880	736.299072	543.013672	128.854996	309.974091	76.814568	115.086777	365.901123	474.319916	-272.460632	298.971191	64.462425	119.685738	707.565552	20.557823	97.152557	455.809998	61.924076	104.373489	408.662476	63.686298	49.975643	448.572876	61.611504	96.576607	457.504517	109.620316	180.138260	321.618378	863.036316	185.952942	347.337982	992.963867	47.690552	323.247284	868.641357	180.647247	451.665710	837.270203	296.740845	365.259583	497.234772	246.370026	321.443420	860.309875	-51.474152	259.006073	436.102814	184.983490	716.074280	524.066833	257.695801	165.107407	162.018158	294.551666	354.037292	478.439514	-110.671570	193.541672	187.946930	268.761688	482.396423	-28.718735	321.084412	273.401733	74.296791	303.624817	236.154831	100.407333	275.603119	288.150085	64.922997	321.822113	301.134094	114.350525	179.556015	400.178162	1362.342773	175.821686	408.144318	1165.790771	376.259033	398.310425	1358.529907	181.576202	596.756775	1370.271606
284	2.8300	138.962433	267.808044	48.664154	235.903168	156.335800	146.008301	114.447876	372.706696	496.490875	113.907410	335.489166	867.433960	-256.351471	411.190582	499.811798	153.070999	741.648438	533.563904	128.999680	310.643646	77.004280	115.202362	369.488770	474.740540	-272.826172	294.878510	65.397545	115.111191	708.306763	17.688210	96.952896	456.355255	61.641380	104.285500	409.230957	63.556019	49.793354	449.005219	61.347466	96.367859	458.201874	109.331833	180.152679	335.713989	865.063049	185.110275	361.876892	994.937500	47.669281	336.543793	869.953064	180.000580	465.680389	838.887451	295.283264	387.249969	499.809082	246.398010	335.938660	862.692261	-51.072021	274.034790	437.141846	175.470520	735.468750	532.906494	257.477844	203.534424	154.461105	293.166870	376.965576	480.476440	-111.721954	226.921921	182.436050	264.952209	530.662476	-20.380188	320.228699	317.279663	73.435349	302.993134	278.428772	97.257042	274.658813	332.252136	64.883087	320.729614	342.585052	115.068451	179.790649	414.529327	1364.274658	175.754929	422.593079	1167.815308	376.398193	412.099030	1360.136108	182.388016	611.015015	1372.286133
285	2.8400	139.369049	268.062775	49.149406	236.374557	195.998657	135.356628	114.631744	376.558289	496.881744	113.945824	349.178894	868.802856	-256.630219	411.720825	498.785583	149.839111	746.814209	524.203491	129.271133	311.391541	77.227982	115.389656	373.184448	475.155151	-272.974487	290.430023	66.450912	110.222900	709.008606	14.818737	96.803703	456.954315	61.346458	104.272675	409.858521	63.428581	49.665672	449.466614	61.074234	96.208458	458.968018	109.030045	180.199020	349.833801	866.754639	184.347336	376.430573	996.569397	47.690613	349.803802	870.995178	179.318924	479.714783	840.172424	293.798065	408.601715	502.021973	246.452301	350.488770	864.706543	-50.818176	289.082733	437.884338	166.688660	754.284912	540.817627	257.682709	242.865692	146.540543	291.780792	399.344482	482.166626	-112.603607	261.189331	175.616928	261.985352	579.721436	-10.948669	319.632355	361.746094	72.577629	302.675781	321.404907	94.001770	273.955780	376.841095	64.849541	319.871185	384.520203	115.649826	180.054016	428.883362	1365.859741	175.721573	437.029266	1169.479126	376.579041	425.959534	1361.402832	183.159332	625.290039	1373.938232
286	2.8500	139.935059	268.390778	49.667030	237.357834	236.702042	124.618690	114.873047	380.562958	497.244385	114.014862	362.872437	869.845093	-256.809875	412.127686	497.886963	146.432663	751.825195	514.944031	129.676422	312.213440	77.488014	115.638367	377.029358	475.543427	-272.866760	285.605713	67.624260	105.014755	709.626587	11.906944	96.695488	457.598328	61.043934	104.330956	410.537659	63.307793	49.584305	449.942749	60.796124	96.088043	459.793213	108.719360	180.270065	363.981506	868.075623	183.680634	391.004089	997.823853	47.748199	363.043549	871.754456	178.602280	493.771179	841.088257	292.292664	429.330627	503.808380	246.525253	365.090729	866.306274	-50.778717	304.267395	438.330627	158.750580	772.635986	547.786621	258.325531	283.110168	138.473587	290.400726	421.186096	483.459290	-113.262115	296.571930	167.634216	259.981781	629.322144	-0.247147	319.349884	406.769348	71.950958	302.714355	365.063660	90.867233	273.554810	421.896820	65.029732	319.298584	426.911987	116.315392	180.342651	443.254181	1367.066040	175.724304	451.465729	1170.748535	376.799896	439.910370	1362.304565	183.881531	639.597534	1375.195435
287	2.8600	140.666351	268.792725	50.216991	238.868164	278.404877	114.011322	115.161423	384.759857	497.559998	114.110519	376.578735	870.541626	-256.880371	412.472870	497.119598	142.858002	756.711914	505.796570	130.218079	313.102081	77.786209	115.938789	381.060211	475.887207	-272.473480	280.429016	68.919739	99.522057	710.116943	8.912476	96.617882	458.275146	60.736126	104.454117	411.257324	63.195923	49.539856	450.417389	60.516464	95.996544	460.665283	108.401985	180.361816	378.159027	868.997986	183.126465	405.601868	998.673340	47.838135	376.279114	872.221191	177.855850	507.850220	841.605225	290.769592	449.469360	505.120697	246.613190	379.739258	867.454346	-51.042969	319.761719	438.503265	151.801376	790.660522	553.846375	259.409851	324.265839	130.485504	289.028473	442.517914	484.320496	-113.662109	333.356720	158.676208	259.097382	679.221924	11.884918	319.403168	452.311096	71.782661	303.124634	409.377411	88.081017	273.481445	467.391144	65.641129	319.035797	469.724304	117.286224	180.654968	457.654846	1367.866699	175.767273	465.914459	1171.596069	377.060669	453.966827	1362.820435	184.550629	653.951660	1376.030396
288	2.8700	141.564346	269.266052	50.801960	240.906296	321.036804	103.754524	115.488152	389.184570	497.813110	114.231911	390.306213	870.880127	-256.832489	412.794434	496.488403	139.101761	761.505859	496.773224	130.894516	314.048584	78.123978	116.282600	385.310059	476.171570	-271.777161	274.951752	70.341728	93.805191	710.440857	5.797325	96.560989	458.972076	60.423744	104.634918	412.005981	63.094048	49.523350	450.875275	60.237751	95.924988	461.572205	108.078415	180.473648	392.367340	869.502686	182.700027	420.227814	999.099304	47.959366	389.525909	872.390015	177.089310	521.951904	841.702942	289.225067	469.073059	505.931305	246.715332	394.428375	868.125122	-51.741730	335.837524	438.454346	146.054672	808.542725	559.089233	260.924408	366.309326	122.803665	287.659485	463.388062	484.736328	-113.799011	371.897186	148.984741	259.542389	729.185059	25.574036	319.780823	498.312897	72.288422	303.894653	454.298309	85.863144	273.725800	513.273071	66.898079	319.079437	512.901855	118.770660	180.991226	472.097870	1368.244629	175.856110	480.386749	1172.003540	377.362885	468.141693	1362.938965	185.166306	668.366211	1376.425415
289	2.8800	142.625916	269.804688	51.427345	243.452805	364.487732	94.063461	115.846436	393.869446	497.991669	114.380196	404.063965	870.855408	-256.657959	413.104309	496.000946	135.128372	766.239624	487.886475	131.699875	315.044983	78.502426	116.662971	389.809509	476.385010	-270.773010	269.237244	71.899597	87.929596	710.567810	2.527138	96.516701	459.677673	60.106163	104.865959	412.773163	63.002281	49.527351	451.304413	59.961788	95.866760	462.503601	107.747772	180.607162	406.608246	869.579834	182.413452	434.886505	999.092468	48.112717	402.800598	872.259094	176.316025	536.077515	841.370911	287.647888	488.224731	506.235016	246.834106	409.152527	868.304382	-53.058563	352.899109	438.275604	141.820129	826.524780	563.678040	262.839783	409.185211	115.649834	286.280945	483.869720	484.713867	-113.703033	412.610413	138.872879	261.593262	778.977051	40.897202	320.441132	544.683228	73.659264	304.985779	499.745728	84.414764	274.246094	559.455078	68.996521	319.401489	556.359741	120.950989	181.353394	486.594910	1368.189941	175.997864	494.893494	1171.961426	377.708557	482.444427	1362.655396	185.732483	682.852661	1376.370239
290	2.8900	143.842743	270.399200	52.101078	246.462738	408.597168	85.137344	116.231354	398.843903	498.086975	114.559128	417.862732	870.467651	-256.346710	413.390106	495.670929	130.881699	770.944092	479.148254	132.623642	316.085144	78.922112	117.074760	394.585754	476.519562	-269.468384	263.343567	73.610619	81.947037	710.475586	-0.927139	96.479256	460.383789	59.781696	105.139832	413.551300	62.919724	49.546421	451.698486	59.689720	95.817986	463.452728	107.408142	180.766708	420.885681	869.229126	182.275909	449.583282	998.653381	48.301636	416.121002	871.830261	175.552261	550.231018	840.609863	286.020233	507.039185	506.049347	246.974274	423.908508	867.990723	-55.228333	371.503265	438.105835	139.522034	844.909302	567.847229	265.106964	452.793488	109.231712	284.872955	504.063599	484.281799	-113.430878	455.958679	128.748840	265.598877	828.350708	57.866341	321.316437	591.285645	76.047264	306.335083	545.593872	83.905594	274.973877	605.801147	72.097984	319.954010	599.974365	123.969925	181.744904	501.156403	1367.700928	176.199814	509.445129	1171.468018	378.100952	496.881348	1361.971802	186.256149	697.421021	1375.863525
291	2.9000	145.199783	271.037018	52.833199	249.862198	453.144714	77.146225	116.639221	404.133301	498.092834	114.774696	431.715515	869.723755	-255.888794	413.622711	495.519501	126.292953	775.647705	470.567719	133.649277	317.165588	79.383171	117.513573	399.662903	476.569702	-267.880005	257.312134	75.502853	75.881363	710.147827	-4.587715	96.445419	461.086914	59.448029	105.448883	414.337250	62.845215	49.577244	452.058746	59.422291	95.777634	464.417908	107.056778	180.958786	435.205780	868.459656	182.291916	464.323853	997.791870	48.531601	429.506165	871.107910	174.817001	564.419189	839.431641	284.321686	525.662415	505.416168	247.142853	438.696014	867.195618	-58.506134	392.348694	438.138275	139.695969	864.032104	571.892517	267.657501	496.976471	103.732834	283.412170	524.096680	483.490784	-113.043274	502.393646	119.139748	271.959747	877.022461	76.413559	322.320160	637.930359	79.549850	307.860352	591.662354	84.460411	275.821381	652.118591	76.311470	320.674927	643.577820	127.916473	182.170654	515.791565	1366.786133	176.470535	524.051697	1170.532959	378.544220	511.455597	1360.900024	186.748398	712.079590	1374.914795
292	2.9100	146.673233	271.702667	53.635395	253.547363	497.843567	70.217026	117.066711	409.758789	498.004395	115.035156	445.637451	868.635986	-255.273468	413.769348	495.575226	121.292603	780.374268	462.150452	134.752823	318.285156	79.885460	117.975006	405.060944	476.530975	-266.032959	251.167313	77.616150	69.726219	709.570679	-8.468269	96.413506	461.788086	59.102848	105.784187	415.131653	62.777229	49.617378	452.393860	59.160198	95.746361	465.401855	106.690948	181.192291	449.578400	867.289246	182.462372	479.115509	996.527100	48.810257	442.977478	870.098877	174.131607	578.653809	837.858643	282.538422	544.268188	504.400421	247.349472	453.519257	865.942383	-63.106537	416.247345	438.624817	142.976593	884.211548	576.144409	270.406647	541.505310	99.300514	281.879883	544.118225	482.410858	-112.563812	552.263977	110.696182	281.082581	924.636353	96.367744	323.353180	684.366272	84.193726	309.465424	637.705200	86.144127	276.688416	698.149841	81.674957	321.492767	686.952209	132.812469	182.636658	530.508362	1365.460693	176.818100	538.723633	1169.172241	379.043457	526.167419	1359.456909	187.222855	726.835083	1373.541626
293	2.9200	148.228516	272.378540	54.520702	257.387207	542.338379	64.420990	117.509865	415.738403	497.817841	115.350845	459.646454	867.222168	-254.490967	413.804016	495.873566	115.818504	785.143982	453.899750	135.902008	319.443604	80.429108	118.453629	410.797241	476.400726	-263.960297	244.922424	80.001900	63.451035	708.730835	-12.574928	96.382462	462.492157	58.744911	106.134354	415.938232	62.715240	49.664150	452.719513	58.905365	95.726036	466.411133	106.308990	181.478210	464.016418	865.744202	182.784195	493.966095	994.886597	49.147552	456.557404	868.812256	173.519287	592.949829	835.923462	280.675568	563.047119	503.089081	247.605682	468.386414	864.266296	-69.102264	444.041168	439.872742	150.042084	905.655029	580.921997	273.259277	586.068481	96.031845	280.275391	564.289063	481.127869	-111.931274	605.682739	104.158989	293.297821	970.728699	117.421539	324.310242	730.281128	89.920830	311.046539	683.408325	88.947479	277.469208	743.572876	88.138397	322.329956	729.830627	138.601486	183.149628	545.313293	1363.750366	177.250244	553.471008	1167.413208	379.603607	541.013733	1357.668823	187.695908	741.692017	1371.773193
294	2.9300	149.819107	273.045563	55.503643	261.229919	586.209351	59.764713	117.963226	422.086914	497.528503	115.734062	473.762756	865.504578	-253.534668	413.726685	496.452057	109.834068	789.974731	445.815796	137.055481	320.639191	81.015533	118.942032	416.885864	476.174530	-261.703033	238.597214	82.719604	57.019905	707.611816	-16.905937	96.350426	463.206451	58.375340	106.484634	416.762238	62.660698	49.713211	453.056580	58.661922	95.718002	467.454559	105.911484	181.829605	478.536255	863.858032	183.251236	508.884308	992.906250	49.554977	470.270050	867.259155	173.004807	607.327332	833.667664	278.774902	582.183533	501.584167	247.925125	483.309601	862.211670	-76.295990	476.445831	442.219421	161.502045	928.338745	586.458130	276.116638	630.262756	93.957741	278.632385	584.760620	479.736298	-110.965271	662.351135	100.266769	308.722443	1014.712646	139.090546	325.086243	775.300354	96.578606	312.499176	728.385132	92.775970	278.058899	788.000854	95.550659	323.105225	771.895630	145.142120	183.716644	560.211853	1361.686401	177.775009	568.303955	1165.288696	380.230225	555.989563	1355.567261	188.185257	756.654053	1369.645142
295	2.9400	151.386795	273.684387	56.601059	264.913147	628.983704	56.186852	118.419464	428.818390	497.130920	116.198936	488.008423	863.509155	-252.402557	413.574707	497.346130	103.336838	794.886108	437.899658	138.164291	321.867432	81.649124	119.430901	423.339783	475.848022	-259.313599	232.233704	85.832878	50.410255	706.197388	-21.453117	96.313728	463.938049	57.998409	106.816376	417.607849	62.618114	49.757534	453.427917	58.437038	95.722237	468.540680	105.502098	182.261215	493.156952	861.670654	183.855011	523.880066	990.628052	50.046021	484.140411	865.452820	172.614319	621.808655	831.139648	276.929138	601.817932	499.993866	248.323502	498.305511	859.832153	-84.108124	513.783386	445.968567	177.679291	951.891968	592.807495	278.880646	673.592285	93.026596	277.033020	605.638916	478.328552	-109.386597	721.384521	99.593590	327.086578	1055.923096	160.687164	325.580414	818.992920	103.917343	313.722260	772.180664	97.442078	278.358582	830.991272	103.653763	323.732605	812.781311	152.207428	184.344864	575.207275	1359.308105	178.398026	583.232056	1162.840210	380.928101	571.086609	1353.189453	188.709778	771.721924	1367.202637
296	2.9500	152.864288	274.276917	57.833729	268.277008	670.154358	53.562035	118.869469	435.947083	496.618713	116.760513	502.406647	861.266602	-251.101807	413.434448	498.582062	96.370003	799.905518	430.154694	139.174118	323.119537	82.339111	119.908653	430.172516	475.415619	-256.857910	225.911819	89.402969	43.633133	704.473633	-26.203972	96.266449	464.692474	57.621769	107.107780	418.477142	62.595840	49.787239	453.855896	58.241043	95.736763	469.676880	105.087616	182.789169	507.899872	859.226379	184.585892	538.963928	988.099365	50.634903	498.193573	863.408508	172.374084	636.419373	828.392761	275.281250	621.992065	498.409912	248.817780	513.393250	857.186340	-91.578400	555.618835	451.259552	198.286133	975.567322	599.755188	281.454285	715.480835	93.090775	275.607697	626.936035	476.975159	-106.923553	781.198730	102.333923	347.560974	1093.743408	181.345703	325.705078	860.877808	111.595314	314.624908	814.279358	102.665283	278.285004	872.059204	112.086647	324.125641	852.074829	159.490433	185.041122	590.302368	1356.661377	179.125320	598.265198	1160.115356	381.702545	586.296509	1350.579834	189.287979	786.896606	1364.498291
297	2.9600	154.179886	274.808929	59.228691	271.178619	709.206055	51.712620	119.303192	443.490631	495.984009	117.434906	516.980835	858.808411	-249.649078	413.448059	500.169312	89.028076	805.073914	422.589325	140.029678	324.383057	83.101898	120.363037	437.399902	474.870636	-254.417068	219.758301	93.482803	36.746941	702.434937	-31.142670	96.200233	465.471039	57.255188	107.334915	419.367676	62.606022	49.789528	454.358551	58.086029	95.756973	470.867828	104.676804	183.430374	522.787537	856.572937	185.433365	554.147461	985.371277	51.336487	512.454102	861.143188	172.310318	651.186279	825.483276	273.992432	642.603271	496.883911	249.425858	528.594116	854.337524	-97.596649	600.452820	457.902069	222.100891	998.412109	606.802124	283.736603	755.304199	93.903419	274.504547	648.527039	475.702484	-103.503021	839.570923	108.106567	368.691772	1127.802368	200.133667	325.399780	900.443665	119.193024	315.134308	854.128967	108.080070	277.785461	910.707458	120.400551	324.206604	889.329163	166.616333	185.811478	605.497742	1353.796265	179.960724	613.411133	1157.166138	382.557526	601.608276	1347.785522	189.937714	802.176453	1361.588867
298	2.9700	155.264175	275.273560	60.822041	273.506195	745.646423	50.427597	119.710800	451.471985	495.219055	118.237907	531.753174	856.169556	-248.075607	413.810333	502.094818	81.455002	810.455322	415.219330	140.679901	325.643829	83.963326	120.782158	445.042969	474.206512	-252.085114	213.942047	98.113350	29.857567	700.088013	-36.252510	96.104858	466.270874	56.907597	107.474136	420.273651	62.663185	49.750122	454.947723	57.982498	95.775322	472.116699	104.276871	184.201767	537.842224	853.759827	186.387741	569.442261	982.496460	52.165756	526.944092	858.676941	172.447250	666.135376	822.468262	273.180298	663.400879	495.407684	250.165588	543.931030	851.349854	-101.355225	645.738098	465.262360	246.892715	1019.648804	613.280396	285.619781	792.444946	95.133614	273.830750	670.148499	474.477966	-99.431000	893.946594	115.890259	388.549072	1158.147705	216.230927	324.651245	937.185425	126.239105	315.208649	891.182312	113.259064	276.857544	946.473389	128.089722	323.924194	924.094299	173.164825	186.660767	620.793091	1350.766968	180.906097	628.677185	1154.049194	383.495605	617.011292	1344.857300	190.674469	817.558716	1358.535522
299	2.9800	156.057709	275.676147	62.661713	275.190887	779.039612	49.486637	120.083969	459.923431	494.316132	119.184807	546.744263	853.386780	-246.427078	414.757446	504.319183	73.832275	816.143250	408.068787	141.083115	326.891449	84.960258	121.155960	453.131958	473.418030	-249.963577	208.660706	103.322777	23.105988	697.455933	-41.517311	95.968567	467.085052	56.582146	107.503906	421.186920	62.781410	49.654060	455.627655	57.934002	95.780426	473.427216	103.888321	185.119720	553.085022	850.837585	187.439407	584.860046	979.528809	53.136902	541.682739	856.031921	172.806656	681.291077	819.404297	272.862518	684.049744	493.920471	251.054596	559.425903	848.288452	-102.768188	688.397095	472.332916	269.806885	1039.061523	618.582703	286.997162	826.362366	96.405228	273.598602	691.460815	473.219482	-95.411346	941.943115	124.186295	405.112274	1185.262939	229.093460	323.509369	970.663696	132.249146	314.850647	924.960693	117.751221	275.562561	978.990051	134.636948	323.271606	955.972351	178.703812	187.592346	636.186951	1347.631226	181.962387	644.068665	1150.823730	384.518616	632.495117	1341.849976	191.511002	833.040283	1355.402710
300	2.9900	156.518646	276.040283	64.809662	276.214325	809.038513	48.686066	120.416679	468.888794	493.268433	120.289536	561.971008	850.497864	-244.762451	416.553711	506.775238	66.366913	822.263855	401.171326	141.212433	328.124664	86.141724	121.477448	461.708252	472.500336	-248.149536	204.124756	109.126328	16.654022	694.575806	-46.921234	95.778923	467.904449	56.270145	107.407249	422.100311	62.970634	49.487293	456.395264	57.930519	95.756607	474.807556	103.498108	186.198929	568.534851	847.856384	188.580734	600.412170	976.521118	54.262802	556.686096	853.234314	173.406677	696.674988	816.345825	272.952667	704.235535	492.341980	252.108398	575.098633	845.215088	-102.502045	725.641235	477.997406	288.101532	1057.074951	622.361450	287.785614	856.652832	97.352509	273.722992	712.150757	471.829620	-92.336853	981.798828	131.368835	416.707550	1209.879883	238.496048	322.081970	1000.564209	136.774414	314.110748	955.114014	121.132622	274.015930	1008.032349	139.569229	322.291504	984.676086	182.833633	188.607712	651.676392	1344.446899	183.127914	659.588623	1147.550049	385.625885	648.049622	1338.817993	192.456024	848.616089	1352.253662
301	3.0000	156.629105	276.414398	67.342819	276.610596	835.412048	47.862766	120.705467	478.425873	492.070648	121.563942	577.445679	847.542114	-243.149780	419.471161	509.371735	59.270542	828.975525	394.570251	141.058929	329.359253	87.568718	121.742920	470.826996	471.450714	-246.722870	200.537445	115.529732	10.660446	691.496582	-52.447044	95.523872	468.719940	55.944935	107.173622	423.010986	63.232452	49.237919	457.241455	57.941616	95.683449	476.274353	103.072815	187.452103	584.205994	844.865845	189.804855	616.107788	973.525085	55.554718	571.964233	850.313232	174.261230	712.303101	813.344666	273.317780	723.746765	490.612671	253.340302	590.966064	842.189819	-101.562378	755.609863	481.344849	299.813965	1074.446533	624.567566	287.951538	883.082947	97.675484	274.076660	732.009094	470.237305	-90.968353	1012.558777	136.066269	422.284454	1232.698242	244.447266	320.505920	1026.734741	139.451096	313.074677	981.458008	123.058319	272.356201	1033.529785	142.510712	321.062958	1010.068176	185.231476	189.706161	667.257324	1341.272583	184.399490	675.236511	1144.288086	386.815430	663.666382	1335.817139	193.513596	864.280579	1349.150757
302	3.0100	156.398987	276.878632	70.352142	276.462280	858.063354	46.912010	120.948914	488.607208	490.718964	123.017166	593.174683	844.560364	-241.661346	423.773743	511.998108	52.744072	836.464417	388.318604	140.633743	330.635681	89.312904	121.951767	480.559082	470.268646	-245.734116	198.084702	122.530380	5.267044	688.275879	-58.073128	95.193390	469.526398	55.557640	106.800850	423.925781	63.556591	48.897812	458.154907	57.911381	95.536407	477.857391	102.553467	188.888687	600.106812	841.914246	191.106491	631.952515	970.589783	57.021240	587.520874	847.301941	175.378876	728.184509	810.449341	273.853577	742.493225	488.716949	254.760254	607.039063	839.268066	-100.743225	777.545471	481.858246	304.038788	1091.809570	625.338135	287.525818	905.588623	97.179573	274.562378	750.948303	468.419128	-91.683868	1033.969360	137.414978	421.437927	1254.164551	247.055481	318.909058	1049.181641	140.039795	311.842163	1003.973083	123.301308	270.707397	1055.539063	143.219681	319.675537	1032.161011	185.686707	190.884583	682.924072	1338.166748	185.771042	691.009583	1141.097900	388.082581	679.337646	1332.902710	194.682526	880.026550	1346.155029
303	3.0200	155.866776	277.550476	73.939247	275.890564	877.036377	45.795895	121.146332	499.519196	489.211151	124.654930	609.156860	841.593872	-240.365509	429.702728	514.532837	46.962677	844.934204	382.479950	139.968002	332.025391	91.453712	122.104767	490.989380	468.954742	-245.194229	196.929260	130.116318	0.588425	684.977539	-63.768242	94.782043	470.325531	55.036869	106.296623	424.865295	63.920212	48.464787	459.125580	57.757889	95.289177	479.602417	101.853668	190.514481	616.238586	839.048035	192.481003	647.947937	967.761353	58.667953	603.353210	844.236816	176.763535	744.320374	807.704346	274.530457	760.484863	486.687317	256.374023	623.320251	836.501953	-100.289398	791.659546	479.456848	300.883575	1109.380371	624.859314	286.603790	924.260986	95.794487	275.157013	768.982971	466.404602	-94.386658	1046.290405	135.154922	414.312042	1274.391968	246.436584	317.382172	1068.045532	138.450424	310.506409	1022.783569	121.776962	269.153870	1074.208252	141.609253	318.207672	1051.095581	184.122574	192.137451	698.670532	1335.183838	187.234512	706.901062	1138.036133	389.419983	695.058472	1330.126709	195.956116	895.846191	1343.320557
