Field	Time	LHEE:X	LHEE:Y	LHEE:Z	RHEE:X	RHEE:Y	RHEE:Z	LFEO:X	LFEO:Y	LFEO:Z	LFEP:X	LFEP:Y	LFEP:Z	LFEL:X	LFEL:Y	LFEL:Z	LFEA:X	LFEA:Y	LFEA:Z	LTIO:X	LTIO:Y	LTIO:Z	LTIP:X	LTIP:Y	LTIP:Z	LTIL:X	LTIL:Y	LTIL:Z	LTIA:X	LTIA:Y	LTIA:Z	LTOO:X	LTOO:Y	LTOO:Z	LTOP:X	LTOP:Y	LTOP:Z	LTOL:X	LTOL:Y	LTOL:Z	LTOA:X	LTOA:Y	LTOA:Z	PELO:X	PELO:Y	PELO:Z	PELP:X	PELP:Y	PELP:Z	PELL:X	PELL:Y	PELL:Z	PELA:X	PELA:Y	PELA:Z	RFEO:X	RFEO:Y	RFEO:Z	RFEP:X	RFEP:Y	RFEP:Z	RFEL:X	RFEL:Y	RFEL:Z	RFEA:X	RFEA:Y	RFEA:Z	RTIO:X	RTIO:Y	RTIO:Z	RTIP:X	RTIP:Y	RTIP:Z	RTIL:X	RTIL:Y	RTIL:Z	RTIA:X	RTIA:Y	RTIA:Z	RTOO:X	RTOO:Y	RTOO:Z	RTOP:X	RTOP:Y	RTOP:Z	RTOL:X	RTOL:Y	RTOL:Z	RTOA:X	RTOA:Y	RTOA:Z	TRXO:X	TRXO:Y	TRXO:Z	TRXP:X	TRXP:Y	TRXP:Z	TRXL:X	TRXL:Y	TRXL:Z	TRXA:X	TRXA:Y	TRXA:Z
109	1.0800	116.591866	-2494.864746	54.032795	214.860947	-2452.657227	112.481613	86.646965	-2382.044434	501.896027	86.012444	-2365.754639	872.518433	-282.975464	-2350.391602	499.872009	118.358086	-2012.775635	485.720032	105.498100	-2450.458984	80.361977	87.617218	-2385.564941	480.201202	-296.484375	-2502.631836	70.852921	55.571114	-2053.635254	13.724594	72.099411	-2305.837158	58.823368	79.917862	-2352.763184	62.691673	25.033859	-2313.739014	58.094547	70.742455	-2302.142090	106.390587	152.213745	-2364.585693	869.334778	158.176544	-2330.884033	997.417175	19.798264	-2365.637695	875.776123	149.559921	-2236.368896	835.721313	262.937225	-2285.396240	504.523407	218.414993	-2363.416260	866.151245	-76.171478	-2422.382080	433.219391	115.061707	-1947.769531	559.159424	234.370773	-2407.934570	129.223480	261.349396	-2292.206787	483.664490	-138.115494	-2415.384033	160.007935	217.777664	-2052.546387	14.449432	288.041016	-2276.693848	71.464622	273.850494	-2320.489746	87.416779	241.436737	-2263.639160	65.848106	287.266632	-2259.799561	117.158310	151.467987	-2260.211182	1366.615601	151.087585	-2258.027344	1169.850464	348.088928	-2268.049805	1366.148438	159.311264	-2063.601807	1368.782593
110	1.0900	117.507072	-2494.160645	55.233997	215.902435	-2411.984131	102.250511	86.715874	-2376.630859	502.358124	86.194824	-2352.426758	872.481506	-283.134186	-2348.651855	500.007782	114.788589	-2007.566162	478.262787	105.985374	-2449.213623	81.164871	87.706558	-2380.362793	480.699768	-295.416687	-2508.481201	73.014038	49.020866	-2053.676514	10.396843	71.715584	-2304.979248	58.427376	79.818802	-2351.823242	62.682968	24.699787	-2313.175049	57.735554	70.305870	-2300.904785	105.962051	152.391205	-2350.843994	869.373718	157.985580	-2316.815918	997.386414	19.977432	-2352.723877	875.660156	148.962463	-2222.722900	835.466675	261.681976	-2267.065918	504.694275	218.587784	-2349.260498	866.265808	-78.129456	-2403.978760	433.069733	113.296951	-1929.655273	563.711060	235.171555	-2367.959717	121.430260	260.213654	-2272.654297	483.466736	-138.876846	-2376.645264	149.589706	219.638107	-2005.162231	26.998924	288.638977	-2233.264160	72.042343	274.526855	-2277.998047	85.220192	242.014664	-2220.017578	67.079681	287.665375	-2219.216553	118.686127	151.968643	-2246.621582	1366.324341	151.409973	-2244.411133	1169.589111	348.535156	-2255.055176	1365.671387	160.408997	-2050.066406	1368.508789
111	1.1000	118.523376	-2493.413086	56.465683	217.471924	-2370.509277	92.533043	86.896790	-2370.765625	502.681030	86.480141	-2339.039063	872.137573	-283.146393	-2346.956543	500.219147	110.829086	-2002.076782	471.047363	106.583000	-2447.929932	81.988548	87.908424	-2374.730957	481.064697	-294.121246	-2513.964600	75.349960	42.896912	-2053.912354	6.737228	71.394569	-2304.115967	58.023216	79.796982	-2350.869385	62.676991	24.432526	-2312.618896	57.390545	69.945786	-2299.648438	105.521378	152.667633	-2337.021484	869.095215	157.902176	-2302.718018	997.049438	20.262970	-2339.770508	875.248779	148.422272	-2208.989746	834.944641	260.337524	-2249.251221	504.436310	218.855118	-2335.004639	866.052612	-80.694305	-2385.081299	433.104553	112.630859	-1911.557129	567.572815	236.399750	-2327.204346	114.122757	259.016785	-2253.551758	482.901428	-139.428162	-2335.803223	138.889511	223.140671	-1957.832886	41.164932	289.497009	-2189.517334	73.334488	275.519104	-2235.032227	83.675804	242.837296	-2176.166748	69.026146	288.305969	-2178.377930	120.752045	152.494690	-2233.017090	1365.658447	151.784378	-2230.779053	1168.954346	349.007568	-2241.962402	1364.847046	161.448608	-2036.515259	1367.861938
112	1.1100	119.619095	-2492.637695	57.722954	219.545486	-2328.371582	83.521774	87.189255	-2364.454102	502.844635	86.865425	-2325.584473	871.483521	-282.990845	-2345.303223	500.500183	106.480286	-1996.312866	464.044434	107.279831	-2446.623779	82.824265	88.220787	-2368.672852	481.277771	-292.645081	-2519.012939	77.856606	37.268242	-2054.337891	2.731079	71.144714	-2303.258789	57.612568	79.854576	-2349.913574	62.672245	24.239418	-2312.074951	57.063526	69.673470	-2298.386719	105.070251	153.040253	-2323.119629	868.495117	157.929382	-2288.587646	996.401550	20.652084	-2326.762207	874.539001	147.951721	-2195.171631	834.146362	258.877808	-2231.827637	503.777985	219.214966	-2320.655518	865.506470	-84.074249	-2365.056396	433.457581	113.544632	-1893.197021	570.998352	238.033249	-2285.746094	107.503555	257.732910	-2234.789795	482.008362	-139.809097	-2292.269287	128.266357	228.782959	-1910.780273	56.971077	290.636017	-2145.572998	75.486343	276.832581	-2191.700195	82.948029	243.930511	-2132.187744	71.831215	289.225494	-2137.384766	123.495636	153.049652	-2219.376221	1364.622803	152.215820	-2217.115723	1167.949219	349.512207	-2228.750488	1363.682129	162.434082	-2022.924438	1366.840942
113	1.1200	120.767662	-2491.850830	59.004913	222.069870	-2285.768555	75.384064	87.586807	-2357.709473	502.835266	87.345245	-2312.052002	870.521118	-282.651917	-2343.678955	500.849792	101.755035	-1990.291382	457.220337	108.058395	-2445.311279	83.665565	88.637329	-2362.204346	481.324982	-291.042053	-2523.580078	80.531532	32.172615	-2054.947021	-1.622871	70.971794	-2302.416504	57.198227	79.989380	-2348.966309	62.668549	24.124790	-2311.543213	56.758862	69.497261	-2297.130371	104.611465	153.503555	-2309.137207	867.572876	158.070648	-2274.417725	995.440491	21.139511	-2313.680908	873.534302	147.560028	-2181.268799	833.065430	257.282959	-2214.638916	502.766266	219.661819	-2306.222168	864.624878	-88.477356	-2343.118408	434.301788	116.645096	-1874.271362	574.288696	240.031235	-2243.714844	101.757774	256.339935	-2216.229004	480.843872	-140.038925	-2245.438232	118.233749	237.123627	-1864.281982	74.371864	292.062805	-2101.596191	78.609123	278.457489	-2148.158203	83.170883	245.305679	-2088.227295	75.613708	290.451935	-2096.382080	127.025513	153.638626	-2205.677979	1363.230469	152.708786	-2203.404541	1166.584473	350.056763	-2215.401123	1362.189331	163.373016	-2009.270264	1365.455200
114	1.1300	121.937653	-2491.069092	60.315266	224.962372	-2242.964111	68.249107	88.077179	-2350.554688	502.645081	87.912170	-2298.431152	869.256348	-282.121063	-2342.063232	501.271179	96.677490	-1984.041748	450.539398	108.894562	-2444.006104	84.509338	89.144745	-2355.347412	481.200195	-289.372803	-2527.647217	83.374466	27.610664	-2055.730713	-6.315369	70.877968	-2301.594727	56.784779	80.195267	-2348.035156	62.668373	24.089123	-2311.020508	56.480797	69.420303	-2295.886475	104.149574	154.050522	-2295.071289	866.333008	158.328262	-2260.197754	994.168701	21.717758	-2300.505615	872.243713	147.255676	-2167.279541	831.698853	255.549698	-2197.498535	501.464844	220.188705	-2291.711426	863.409546	-94.038376	-2318.381592	435.845612	122.627838	-1854.509277	577.757629	242.337708	-2201.307861	97.041359	254.831360	-2197.706055	479.477692	-140.062958	-2194.842529	109.472961	248.682281	-1818.722168	93.230888	293.761780	-2057.806641	82.761665	280.363708	-2104.621338	84.433884	246.950424	-2044.492188	80.447731	291.995422	-2055.563721	131.400955	154.267944	-2191.901123	1361.499878	153.269409	-2189.628418	1164.875488	350.650635	-2201.897705	1360.387085	164.276581	-1995.528442	1363.718750
115	1.1400	123.093048	-2490.308594	61.662991	228.113922	-2200.291504	62.196159	88.643311	-2343.021240	502.272736	88.559196	-2284.711182	867.700806	-281.398193	-2340.415771	501.771820	91.295113	-1977.602417	443.964783	109.758057	-2442.721680	85.357391	89.725792	-2348.131836	480.901947	-287.701477	-2531.202637	86.387337	23.568489	-2056.680420	-11.324944	70.860817	-2300.798340	56.378662	80.460632	-2347.126709	62.676224	24.127941	-2310.501465	56.235416	69.441528	-2294.661133	103.690948	154.674515	-2280.919434	864.785095	158.702896	-2245.918213	992.594116	22.379196	-2287.216797	870.679443	147.047424	-2153.202148	830.049377	253.702881	-2180.197510	499.954865	220.790039	-2277.128906	861.869385	-100.733459	-2289.919678	438.335266	132.242310	-1833.749268	581.698181	244.886337	-2158.801514	93.465401	253.226517	-2179.041016	477.990448	-139.701706	-2140.256104	102.783089	263.891327	-1774.633423	113.273903	295.690308	-2014.478394	87.927780	282.498993	-2061.367188	86.759163	248.823471	-2001.253540	86.336502	293.841736	-2015.171631	136.610748	154.944733	-2178.025879	1359.458862	153.902634	-2175.769043	1162.847778	351.303284	-2188.228271	1358.301025	165.159622	-1981.676880	1361.658569
116	1.1500	124.193825	-2489.583984	63.063160	231.395279	-2158.151123	57.245800	89.264610	-2335.138184	501.722351	89.281097	-2270.875244	865.870850	-280.493286	-2338.679199	502.363983	85.666046	-1971.006958	437.462585	110.612602	-2441.466553	86.216972	90.358292	-2340.585205	480.435486	-286.091797	-2534.255859	89.579948	19.998314	-2057.788818	-16.622620	70.912483	-2300.027588	55.987255	80.768242	-2346.243896	62.699436	24.231152	-2309.976563	56.028412	69.553223	-2293.454346	103.242676	155.371155	-2266.674805	862.946350	159.193451	-2231.566406	990.732178	23.118179	-2273.791016	868.857422	146.946686	-2139.030029	828.128723	251.811768	-2162.531250	498.327972	221.461395	-2262.474365	860.021729	-108.252106	-2256.955566	442.023071	146.147003	-1812.063599	586.302612	247.605316	-2116.569336	91.078842	251.586060	-2160.064209	476.467896	-138.622650	-2081.958008	98.974487	282.882019	-1732.717041	134.035889	297.769531	-1971.946045	94.000526	284.785156	-2018.743774	90.088623	250.844330	-1958.858276	93.186241	295.936615	-1975.496582	142.559387	155.676865	-2164.034180	1357.139404	154.614182	-2161.809082	1160.530640	352.024902	-2174.383789	1355.960938	166.038986	-1967.695190	1359.305542
117	1.1600	125.197105	-2488.907959	64.538017	234.666275	-2117.001465	53.356178	89.918533	-2326.934570	501.003204	90.075531	-2256.905029	863.788147	-279.426819	-2336.777100	503.062988	79.863945	-1964.283081	431.003815	111.417664	-2440.250000	87.102005	91.019318	-2332.737061	479.810852	-284.604950	-2536.826416	92.971535	16.837677	-2059.055420	-22.171379	71.020256	-2299.282227	55.618710	81.096542	-2345.388428	62.748196	24.383713	-2309.436279	55.865776	69.742188	-2292.263916	102.812363	156.139679	-2252.324707	860.841492	159.797699	-2217.127197	988.607483	23.931900	-2260.201172	866.796509	146.967972	-2124.749268	825.959045	249.999786	-2144.337646	496.678375	222.203613	-2247.744629	857.894897	-115.914978	-2219.121094	447.112061	164.695786	-1789.855713	591.593140	250.418671	-2075.078369	89.849037	250.022079	-2140.645264	474.990479	-136.388092	-2020.895752	98.674835	305.313995	-1693.767090	154.820450	299.882874	-1930.597412	100.771698	287.117950	-1977.166748	94.268929	252.892548	-1917.719482	100.788780	298.180450	-1936.873413	149.058807	156.472458	-2149.909424	1354.581055	155.408813	-2147.729736	1157.961670	352.825378	-2160.358643	1353.402954	166.934021	-1953.565063	1356.701172
118	1.1700	126.059181	-2488.288330	66.118263	237.787430	-2077.339355	50.425678	90.582428	-2318.433350	500.129089	90.945404	-2242.781738	861.479919	-278.228851	-2334.615723	503.887451	73.973312	-1957.444824	424.570007	112.129997	-2439.072021	88.033310	91.684891	-2324.606201	479.042053	-283.293335	-2538.948486	96.595718	13.994286	-2060.481934	-27.928391	71.166229	-2298.558594	55.278542	81.419327	-2344.558105	62.832352	24.565578	-2308.868164	55.750820	69.989777	-2291.082031	102.404404	156.983276	-2237.857422	858.503540	160.510727	-2202.588135	986.253662	24.820740	-2246.422363	864.517456	147.130234	-2110.345947	823.572205	248.438629	-2125.555908	495.083496	223.021103	-2232.932617	855.527100	-122.701874	-2176.855469	453.629425	187.577820	-1767.877319	597.344727	253.239899	-2034.887085	89.645729	248.692749	-2120.754883	473.615356	-132.619293	-1958.830688	102.084839	330.172577	-1658.498047	174.729401	301.878296	-1890.870850	107.932411	289.366577	-1937.114136	99.047379	254.811646	-1878.305908	108.814842	300.424500	-1899.680420	155.830261	157.339478	-2135.639893	1351.827637	156.291397	-2133.515869	1155.183472	353.713226	-2146.153564	1350.667480	167.864899	-1939.274170	1353.892578
119	1.1800	126.738144	-2487.725586	67.844513	240.632523	-2039.677246	48.302731	91.235229	-2309.646484	499.115997	91.896904	-2228.481201	858.977417	-276.939331	-2332.076172	504.851868	68.093208	-1950.484131	418.150970	112.706581	-2437.931641	89.039886	92.333450	-2316.207031	478.145416	-282.200348	-2540.656250	100.498543	11.372627	-2062.078125	-33.844872	71.329689	-2297.853271	54.968731	81.708710	-2343.750000	62.962997	24.753990	-2308.261475	55.683109	70.273376	-2289.896973	102.018883	157.910248	-2223.253418	855.971985	161.328369	-2187.933105	983.710938	25.791138	-2232.425293	862.043396	147.455490	-2095.798340	821.009949	247.308716	-2106.276611	493.580933	223.923523	-2218.026367	852.966553	-127.525513	-2131.739746	461.272827	213.466125	-1747.032227	603.084595	255.961472	-1996.609741	90.235069	247.764023	-2100.505615	472.356171	-127.263229	-1898.254028	108.756119	355.709564	-1627.272705	192.794861	303.584473	-1853.238403	115.085739	291.380737	-1899.106201	104.079193	256.427460	-1841.109619	116.827660	302.484436	-1864.327515	162.517242	158.285309	-2121.215088	1348.927246	157.266327	-2119.152344	1152.243042	354.696228	-2131.771240	1347.798950	168.852554	-1924.811768	1350.932251
120	1.1900	127.197235	-2487.208984	69.768585	243.100464	-2004.511353	46.802288	91.858574	-2300.572266	497.981079	92.941467	-2213.981689	856.315979	-275.604462	-2329.033936	505.969269	62.316917	-1943.367920	411.752930	113.107391	-2436.815918	90.158745	92.944511	-2307.534424	477.140259	-281.356445	-2541.985107	104.740616	8.864113	-2063.854004	-39.870537	71.487434	-2297.158691	54.682751	81.936485	-2342.955078	63.147171	24.924564	-2307.603271	55.653362	70.566483	-2288.688721	101.645966	158.932816	-2208.494873	853.292786	162.245636	-2173.149414	981.027710	26.852188	-2218.184570	859.399536	147.968842	-2081.084961	818.321655	246.730133	-2086.748291	492.153107	224.924332	-2203.008301	850.269348	-129.723846	-2086.482910	469.316864	239.942551	-1727.968872	608.215149	258.446533	-1960.861694	91.294449	247.343323	-2080.159668	471.171875	-120.830048	-1842.020874	117.529953	379.641296	-1599.881104	208.200256	304.840729	-1818.174805	121.772629	293.009369	-1863.666626	108.949234	257.580872	-1806.599731	124.312996	304.166199	-1831.229980	168.709152	159.316269	-2106.629883	1345.931519	158.335922	-2104.627441	1149.191895	355.780273	-2117.219727	1344.844727	169.916489	-1910.173096	1347.878296
121	1.2000	127.408394	-2486.711182	71.954430	245.124725	-1972.287964	45.727257	92.437782	-2291.188965	496.741333	94.093170	-2199.259521	853.534912	-274.274811	-2325.350098	507.244537	56.736748	-1936.030762	405.398834	113.298759	-2435.704590	91.435638	93.503052	-2298.569336	476.043579	-280.775452	-2542.962158	109.396278	6.364784	-2065.824951	-45.952011	71.616333	-2296.470947	54.403316	82.076134	-2342.165527	63.388283	25.053123	-2306.885986	55.642281	70.841888	-2287.434082	101.263481	160.066818	-2193.560791	850.516296	163.258667	-2158.222900	978.256348	28.017670	-2203.675781	856.614014	148.695480	-2066.181885	815.562439	246.703842	-2067.311035	490.736420	226.040558	-2187.862061	847.497742	-129.479996	-2044.354492	476.705292	263.934723	-1710.689941	612.238037	260.540833	-1928.183838	92.453629	247.425049	-2060.060303	469.978333	-114.382843	-1792.740356	126.741150	399.639893	-1575.548096	220.468399	305.533997	-1786.101807	127.512512	294.129150	-1831.261230	113.212730	258.165161	-1775.158813	130.733231	305.307465	-1800.758057	173.978333	160.437378	-2091.880859	1342.893921	159.502579	-2089.930908	1146.084595	356.968750	-2102.508545	1341.855103	171.074753	-1895.356445	1344.790527
122	1.2100	127.355675	-2486.182373	74.478127	246.678894	-1943.370239	44.891941	92.962143	-2281.458496	495.411896	95.368774	-2184.296143	850.676025	-273.001221	-2320.877930	508.671967	51.441944	-1928.379883	399.128540	113.256523	-2434.561035	92.924858	93.997719	-2289.271973	474.872009	-280.455536	-2543.587646	114.545517	3.788010	-2067.999023	-52.031548	71.694420	-2295.780762	54.098122	82.105629	-2341.364746	63.681366	25.118149	-2306.099854	55.614307	71.070564	-2286.098389	100.831345	161.329834	-2178.431885	847.696106	164.363770	-2143.140869	975.452759	29.303116	-2188.877930	853.717041	149.660767	-2051.066895	812.790344	247.116180	-2048.280518	489.256256	227.290863	-2172.568359	844.716248	-127.776886	-2008.286133	482.331268	282.534576	-1694.521729	614.924683	262.104218	-1898.981445	93.352188	247.895050	-2040.522461	468.684082	-109.230103	-1752.290771	134.612732	413.823364	-1553.210205	229.489349	305.618286	-1757.331299	131.856125	294.666718	-1802.237793	116.448257	258.142426	-1747.034668	135.591141	305.804565	-1773.184326	177.927536	161.651520	-2076.969238	1339.868286	160.766541	-2075.056885	1142.976318	358.262390	-2087.650635	1338.880859	172.341919	-1880.365234	1341.729858
123	1.2200	127.038078	-2485.545654	77.426506	247.777130	-1918.008789	44.143730	93.424561	-2271.317383	494.004700	96.786034	-2169.076172	847.783325	-271.830566	-2315.467285	510.234436	46.506287	-1920.288330	393.003906	112.968658	-2433.331787	94.688263	94.421280	-2279.580566	473.639740	-280.379913	-2543.831299	120.269051	1.073463	-2070.374512	-58.050339	71.703194	-2295.079590	53.718937	82.009201	-2340.531982	64.014481	25.101826	-2305.238770	55.517292	71.224350	-2284.639160	100.290375	162.740021	-2163.092529	844.886780	165.558517	-2127.893555	972.673828	30.724899	-2173.777832	850.741821	150.886230	-2035.721802	810.063904	247.810501	-2029.865234	487.663788	228.694016	-2157.108887	841.990112	-125.862930	-1980.203369	485.337769	293.704620	-1678.515991	616.314331	263.047516	-1873.496582	93.695847	248.600784	-2021.754761	467.228638	-106.478088	-1721.663330	139.667938	421.028687	-1531.908936	235.384827	305.107971	-1732.033813	134.439789	294.606750	-1776.795410	118.313576	257.532867	-1722.332520	138.492355	305.620148	-1748.653564	180.237701	162.959518	-2061.898926	1336.909302	162.125702	-2060.002686	1139.924316	359.659058	-2072.659180	1335.973145	173.728210	-1865.206299	1338.757202
124	1.2300	126.471230	-2484.690186	80.894005	248.469727	-1896.321045	43.379238	93.820824	-2260.681641	492.527374	98.361023	-2153.590088	844.902161	-270.803314	-2308.964111	511.899109	41.995602	-1911.600830	387.104614	112.437408	-2431.939941	96.793571	94.769829	-2269.411621	472.355713	-280.514923	-2543.619141	126.638191	-1.802643	-2072.931885	-63.945000	71.628990	-2294.356201	53.201286	81.778854	-2339.638428	64.365402	24.992203	-2304.296875	55.281261	71.277145	-2283.005371	99.560425	164.313919	-2147.531006	842.142578	166.841537	-2112.473633	969.974731	32.299225	-2158.367188	847.724670	152.389328	-2020.133911	807.440308	248.674576	-2012.150269	485.956787	230.266785	-2141.471680	839.383057	-124.606735	-1960.831421	485.292847	296.583069	-1661.985596	616.580078	263.357361	-1851.810303	93.295013	249.435669	-2003.838501	465.601501	-106.688263	-1701.113525	140.993637	420.808594	-1511.081177	238.316467	304.055817	-1710.238159	135.029297	293.982727	-1754.983398	118.587563	256.390839	-1701.036499	139.189621	304.771362	-1727.182983	180.705215	164.359436	-2046.678589	1334.068726	163.576859	-2044.771362	1136.983398	361.153442	-2057.550537	1333.182129	175.239365	-1849.891846	1335.929932
125	1.2400	125.687775	-2483.469482	84.977295	248.834290	-1878.280640	42.551811	94.149040	-2249.447266	490.983215	100.106552	-2137.836426	842.078979	-269.951477	-2301.208496	513.615967	37.970921	-1902.136963	381.528992	111.680878	-2430.283203	99.311699	95.042183	-2258.661621	471.025879	-280.820374	-2542.811768	133.697342	-4.801804	-2075.620605	-69.651176	71.465210	-2293.595703	52.469776	81.417160	-2338.644043	64.706833	24.785198	-2303.269043	54.822380	71.205559	-2281.137207	98.544189	166.064270	-2131.743652	839.516479	168.212204	-2096.879883	967.408569	34.039108	-2142.647705	844.706299	154.180710	-2004.299194	804.974304	249.688812	-1995.118896	484.178131	232.021927	-2125.650879	836.953979	-124.141205	-1949.855713	482.204895	291.408508	-1644.813110	615.885559	263.098846	-1833.862915	92.081543	250.384384	-1986.755249	463.841797	-109.761078	-1690.405273	138.328766	413.289612	-1490.661499	238.365295	302.531250	-1691.854248	133.547653	292.863586	-1736.721436	117.195343	254.783432	-1683.045288	137.606766	303.312683	-1708.684692	179.264755	165.846725	-2031.317749	1331.397705	165.113388	-2029.368042	1134.208252	362.737244	-2042.338135	1330.556519	176.874786	-1834.435059	1333.303345
126	1.2500	124.736107	-2481.701172	89.767784	248.964111	-1863.721802	41.669044	94.408722	-2237.495605	489.371185	102.030907	-2121.823242	839.360229	-269.298462	-2292.033691	515.317139	34.496357	-1891.697998	376.388824	110.733376	-2428.231934	102.312950	95.240448	-2247.213379	469.651276	-281.251129	-2541.199463	141.449203	-7.813194	-2078.352295	-75.102089	71.213882	-2292.785400	51.446709	80.938103	-2337.502686	65.009369	24.485714	-2302.156738	54.051823	70.991631	-2278.976563	97.134781	167.998688	-2115.736084	837.058350	169.669006	-2081.116699	965.023804	35.953369	-2126.629395	841.728943	156.264587	-1988.224243	802.714844	250.921188	-1978.674927	482.409027	233.966522	-2109.648438	834.756470	-123.902725	-1946.081787	476.488251	279.380005	-1627.428711	614.342712	262.403351	-1819.465088	90.108246	251.517685	-1970.404907	462.031189	-114.986481	-1688.905029	132.048615	399.101685	-1471.041138	235.512268	300.611725	-1676.696777	130.084946	291.344330	-1721.820923	114.214760	252.783524	-1668.196899	133.846451	301.326782	-1692.990967	175.997040	167.413788	-2015.829102	1328.941650	166.726517	-2013.802490	1131.648193	364.398682	-2027.035278	1328.140381	178.627518	-1818.853027	1330.925903
127	1.2600	123.677742	-2479.169678	95.342087	248.955246	-1852.355469	40.780968	94.600464	-2224.696289	487.686798	104.135025	-2105.568604	836.791748	-268.857758	-2281.267578	516.917603	31.641392	-1880.073486	371.808075	109.644501	-2425.624268	105.861542	95.366943	-2234.935059	468.229706	-281.763977	-2538.505371	149.841278	-10.657318	-2080.990479	-80.235214	70.886681	-2291.909424	50.066986	80.366714	-2336.155518	65.250687	24.108578	-2300.962402	52.892414	70.625977	-2276.467285	95.228943	170.117233	-2099.523682	834.814514	171.209305	-2065.194824	962.864319	38.043716	-2110.331543	838.838379	158.636475	-1971.926147	800.704834	252.479431	-1962.663696	480.757446	236.099426	-2093.479248	832.837158	-122.984467	-1947.588989	468.890564	262.467682	-1610.525635	612.059387	261.444824	-1808.313721	87.532829	252.946228	-1954.626953	460.283203	-121.236420	-1695.553467	123.068817	379.366180	-1452.926392	229.719269	298.385010	-1664.506592	124.892303	289.539093	-1710.003174	109.867767	250.474716	-1656.277832	128.182205	298.919586	-1679.877808	171.124023	169.050293	-2000.228638	1326.743042	168.405075	-1998.089600	1129.350098	366.123383	-2011.655029	1325.975098	180.484192	-1803.165649	1328.841064
128	1.2700	122.583527	-2475.636719	101.751183	248.894531	-1843.797119	39.961674	94.725754	-2210.915771	485.923828	106.411873	-2089.101074	834.417969	-268.634399	-2268.738281	518.320068	29.484627	-1867.053467	367.915894	108.477898	-2422.273193	110.010551	95.427086	-2221.692871	466.756805	-282.324310	-2534.384521	158.748383	-13.070435	-2083.349609	-84.995720	70.505302	-2290.952881	48.301224	79.739891	-2334.535645	65.429993	23.679077	-2299.694580	51.304024	70.110077	-2273.567383	92.750275	172.411926	-2083.135498	832.825500	172.830185	-2049.136230	960.967468	40.304153	-2093.785400	836.082397	161.282990	-1955.436157	798.979980	254.445724	-1946.891602	479.342743	238.411835	-2077.169922	831.233154	-120.616409	-1951.934570	460.386017	243.145157	-1594.672241	609.228027	260.407990	-1800.000854	84.588974	254.757248	-1939.219727	458.725830	-127.249237	-1708.760986	112.685013	355.708435	-1437.115723	221.060379	295.958069	-1654.960449	118.356133	287.578369	-1700.911621	104.492363	247.961838	-1647.016357	121.036133	296.225159	-1669.078369	164.988113	170.743195	-1984.533691	1324.836914	170.135376	-1982.247925	1127.352905	367.894653	-1996.207764	1324.094971	182.425003	-1787.394043	1327.082764
129	1.2800	121.529289	-2470.852295	109.009354	248.849823	-1837.602905	39.288586	94.787666	-2196.026367	484.076752	108.846085	-2072.460205	832.280396	-268.627197	-2254.271973	519.418823	28.124557	-1852.441162	364.840942	107.308105	-2417.968506	114.795837	95.426804	-2207.354248	465.228302	-282.910004	-2528.446533	167.964279	-14.720993	-2085.194336	-89.343033	70.100357	-2289.894043	46.185078	79.103340	-2332.563477	65.586174	23.231720	-2298.357910	49.319271	69.461845	-2270.251709	89.681107	174.865356	-2066.608887	831.125610	174.526443	-2032.967896	959.362244	42.720749	-2077.029297	833.510010	164.181000	-1938.795898	797.567505	256.825500	-1931.173462	478.272583	240.884613	-2060.758301	829.970764	-116.541901	-1956.556274	451.997101	223.953339	-1580.030518	606.162903	259.451172	-1794.042969	81.544838	256.963104	-1923.986450	457.479980	-131.979034	-1726.444702	102.319801	330.125977	-1424.226929	209.840973	293.462494	-1647.690186	110.954300	285.599915	-1694.133545	98.499222	245.378113	-1640.081543	112.937241	293.407654	-1660.302002	158.016693	172.477142	-1968.761475	1323.253540	171.901443	-1966.297241	1125.690552	369.693970	-1980.700439	1322.529907	184.424164	-1771.558716	1325.678467
130	1.2900	120.591377	-2464.571777	117.084328	248.863937	-1833.307617	38.823906	94.791458	-2179.913086	482.143646	111.411743	-2055.691650	830.416809	-268.829102	-2237.705811	520.109802	27.670647	-1836.066650	362.704224	106.216904	-2412.488770	120.230972	95.375732	-2191.802734	463.642029	-283.508789	-2520.282715	177.199234	-15.221962	-2086.253906	-93.250809	69.707390	-2288.683350	43.848656	78.506966	-2330.133545	65.816467	22.806190	-2296.927734	47.079662	68.718781	-2266.501221	86.099197	177.451019	-2049.992188	829.741516	176.291031	-2016.725586	958.070923	45.269165	-2060.109863	831.169495	167.299088	-1922.057007	796.485352	259.535889	-1915.390259	477.618164	243.490219	-2044.292358	829.066467	-111.104218	-1959.266235	444.603729	207.023132	-1566.322510	603.249634	258.678101	-1789.919434	78.656784	259.490723	-1908.790039	456.631470	-134.864319	-1746.244751	93.238289	304.715454	-1414.475586	196.632446	291.047638	-1642.302368	103.198479	283.735992	-1689.228638	92.317596	242.877991	-1635.090088	104.462646	290.654541	-1653.249390	150.674133	174.234711	-1952.931641	1322.014282	173.686127	-1950.261841	1124.388306	371.500916	-1965.138794	1321.301758	186.450348	-1755.682251	1324.645142
